City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lanivtsi,49.8633,26.0908,13.14,61,84,3.31,UA,1698700488
366,castillos,-34.1667,-53.8333,13.39,94,100,7.42,UY,1698700488
367,fisterra,42.9049,-9.2629,15.42,69,0,8.93,ES,1698700489
368,cambria,35.5641,-121.0808,27.41,47,95,2.68,US,1698700489
369,taro,-8.3862,115.28,22.0,89,23,1.01,ID,1698700490
370,manokwari,-0.8667,134.0833,25.53,82,100,2.35,ID,1698700490
371,coaticook,45.1334,-71.7991,2.87,100,100,2.05,CA,1698700491
372,dudinka,69.4058,86.1778,-16.85,97,100,0.89,RU,1698700317
373,santa quiteria,-4.3319,-40.1567,33.71,22,88,2.1,BR,1698700492
374,mohr,54.3528,9.7167,11.08,92,100,2.06,DE,1698700493
375,manuguru,17.981,80.7547,20.41,88,75,0.23,IN,1698700495
376,port hedland,-20.3167,118.5667,24.03,88,40,2.06,AU,1698700241
377,brokopondo,4.75,-55.1667,32.31,45,13,1.77,SR,1698700503
378,oblivskaya,48.5362,42.5014,8.84,77,100,3.71,RU,1698700504
379,jingdezhen,29.2947,117.2079,15.89,81,0,1.12,CN,1698700504
380,khanpur mahar,27.8436,69.4137,26.13,26,28,1.1,PK,1698700505
381,marechal candido rondon,-24.5561,-54.0567,25.42,82,69,1.41,BR,1698700506
382,san pedro pochutla,15.7333,-96.4667,31.84,67,58,2.28,MX,1698700366
383,gadzhiyevo,69.2551,33.3362,-5.89,91,100,7.89,RU,1698700483
384,ephraim,39.3597,-111.5863,11.26,18,0,2.31,US,1698700509
385,oriximina,-1.7656,-55.8661,35.45,33,26,2.64,BR,1698700512
386,sola,-13.8833,167.55,27.37,89,75,0.0,VU,1698700512
387,mwene-ditu,-7.0,23.45,19.92,97,100,1.24,CD,1698700513
388,calca,-13.3333,-71.95,26.64,61,80,4.34,PE,1698700514
389,weno,7.4515,151.8468,28.55,78,88,6.01,FM,1698700278
390,brookings,44.3114,-96.7984,5.1,46,0,9.26,US,1698700177
391,chemolgan,43.1897,76.5292,8.81,49,99,1.92,KZ,1698700517
392,mthatha,-31.5889,28.7844,9.31,93,97,3.09,ZA,1698700518
393,burela de cabo,43.65,-7.4,14.54,79,75,7.71,ES,1698700519
394,edd,13.9297,41.6925,30.78,48,76,6.67,ER,1698700521
395,kamaishi,39.2667,141.8833,9.12,95,0,2.11,JP,1698700521
396,wick,58.4333,-3.0833,7.03,70,40,8.75,GB,1698700522
397,nova vicosa,-17.8919,-39.3719,24.93,73,60,6.39,BR,1698700524
398,irati,-25.4672,-50.6511,22.17,93,45,1.52,BR,1698700524
399,san antonio,29.4241,-98.4936,7.01,77,100,7.2,US,1698700477
400,san patricio,28.017,-97.5169,9.97,67,100,8.7,US,1698700526
401,gebeit,21.0667,36.3167,23.82,69,0,3.86,SD,1698700528
402,rock springs,41.5875,-109.2029,6.24,29,0,5.66,US,1698700529
403,fort st. john,56.2499,-120.8529,4.94,45,100,4.63,CA,1698700486
404,sinabang,2.4803,96.3801,25.28,88,100,1.97,ID,1698700531
405,shakiso,5.75,38.9167,13.62,98,40,1.21,ET,1698700532
406,akhmim,26.5622,31.745,26.59,41,0,2.6,EG,1698700533
407,malango,-2.9627,119.9001,19.11,91,71,0.55,ID,1698700534
408,aleysk,52.4926,82.7822,4.92,96,100,4.71,RU,1698700535
409,queenstown,-31.8976,26.8753,7.61,82,85,3.84,ZA,1698700512
410,joaquin v. gonzalez,-25.0833,-64.1833,20.42,77,93,5.06,AR,1698700537
411,antonio enes,-16.2325,39.9086,24.52,84,42,2.26,MZ,1698700538
412,quebo,11.3333,-14.9333,23.23,93,100,2.23,GW,1698700539
413,saint-philippe,-21.3585,55.7679,23.77,83,18,4.1,RE,1698700540
414,obo,5.3998,26.4869,23.05,83,94,1.41,CF,1698700541
415,isangel,-19.55,169.2667,25.06,69,40,2.06,VU,1698700541
416,bryne,58.7354,5.6477,2.75,87,20,1.54,NO,1698700542
417,umm kaddadah,13.6017,26.6876,30.56,19,71,4.64,SD,1698700543
418,wanning,18.8003,110.3967,22.46,96,99,1.27,CN,1698700544
419,sakaiminato,35.55,133.2333,8.99,100,20,2.57,JP,1698700544
420,la mira,18.035,-102.3266,29.19,88,82,2.01,MX,1698700545
421,fort bragg,35.139,-79.006,29.34,46,0,6.69,US,1698700545
422,mek'ele,13.4967,39.4753,16.08,70,52,5.58,ET,1698700546
423,yamada,39.4667,141.95,10.21,85,0,2.15,JP,1698700547
424,chinde,26.8418,88.0763,14.46,75,99,2.13,NP,1698700548
425,catia la mar,10.6038,-67.0303,31.11,71,40,1.54,VE,1698700549
426,maragogi,-9.0122,-35.2225,24.87,71,61,4.1,BR,1698700550
427,kruisfontein,-34.0033,24.7314,12.43,70,0,5.83,ZA,1698700550
428,minas de marcona,-15.2119,-75.1103,18.72,65,9,8.53,PE,1698700551
429,childress,34.4264,-100.204,8.14,31,0,2.06,US,1698700552
430,tuy hoa,13.0833,109.3,24.81,92,100,2.98,VN,1698700553
431,long beach,33.767,-118.1892,29.42,10,0,6.17,US,1698700496
432,likiep,9.8251,169.3107,27.63,82,100,7.79,MH,1698700554
433,buka,40.8108,69.1986,17.9,41,100,0.95,UZ,1698700554
434,walvis bay,-22.9575,14.5053,14.97,86,19,3.15,NA,1698700475
435,caleta de carquin,-11.0925,-77.6267,21.28,78,98,5.2,PE,1698700556
436,baukau,51.5526,7.2042,13.52,89,100,1.34,DE,1698700556
437,sedalia,38.7045,-93.2283,4.84,48,20,4.12,US,1698700387
438,preobrazheniye,42.9019,133.9064,10.47,91,6,2.66,RU,1698700557
439,thanh hoa,19.8,105.7667,23.19,90,100,1.73,VN,1698700558
440,pangai,-19.8,-174.35,27.06,78,75,5.66,TO,1698700559
441,tindouf,27.6711,-8.1474,27.25,21,0,2.06,DZ,1698700560
442,naze,28.3667,129.4833,20.51,75,56,4.8,JP,1698700561
443,bagar,28.1874,75.5005,24.75,33,58,1.95,IN,1698700561
444,la penita de jaltomba,21.0333,-105.25,30.94,74,18,2.94,MX,1698700563
445,klaksvik,62.2266,-6.589,4.51,63,79,7.22,FO,1698700564
446,takoradi,4.8845,-1.7554,25.09,92,15,0.49,GH,1698700566
447,malvan,16.0667,73.4667,26.91,75,8,2.83,IN,1698700567
448,bubaque,11.2833,-15.8333,28.3,70,100,2.99,GW,1698700287
449,coahuayana de hidalgo,18.7,-103.6583,30.82,63,33,2.94,MX,1698700570
450,almunecar,36.7339,-3.6907,19.27,53,97,6.96,ES,1698700571
451,selfoss,63.9331,-20.9971,0.58,80,17,2.85,IS,1698700573
452,port macquarie,-31.4333,152.9167,19.94,49,66,1.61,AU,1698700373
453,salalah,17.0151,54.0924,25.05,83,20,2.57,OM,1698700574
454,carauari,-4.8828,-66.8958,37.08,33,38,1.19,BR,1698700439
455,morehead city,34.7229,-76.726,26.03,83,0,6.69,US,1698700549
456,al bawiti,28.3492,28.8659,22.38,74,5,4.93,EG,1698700576
457,qamdo,31.1667,97.2333,-4.23,80,98,1.29,CN,1698700578
458,union de san antonio,21.1,-101.9667,27.15,18,2,3.32,MX,1698700579
459,masterton,-40.9597,175.6575,17.71,98,100,1.46,NZ,1698700580
460,slave lake,55.2834,-114.769,-0.01,64,75,4.12,CA,1698700581
461,port saint john's,-31.6229,29.5448,13.64,86,100,1.06,ZA,1698700582
462,tamanrasset,22.785,5.5228,24.95,16,40,2.06,DZ,1698700582
463,sona,45.4388,10.8255,19.03,94,75,5.66,IT,1698700583
464,luanda,-8.8368,13.2343,23.0,94,75,2.06,AO,1698700584
465,coquimbo,-29.9533,-71.3436,18.85,68,0,6.69,CL,1698700585
466,san antonio oeste,-40.7319,-64.9477,16.64,17,68,4.72,AR,1698700585
467,port douglas,-16.4833,145.4667,22.11,73,90,3.08,AU,1698700586
468,huarmey,-10.0681,-78.1522,19.26,87,57,6.76,PE,1698700531
469,sarangani,5.4033,125.4636,27.95,71,97,0.62,PH,1698700588
470,el porvenir,13.7617,-87.3458,25.63,97,99,0.55,HN,1698700589
471,petukhovo,55.0692,67.9019,-3.15,95,100,5.03,RU,1698700590
472,vitry-le-francois,48.7333,4.5833,11.23,95,100,6.96,FR,1698700591
473,wenchang,30.904,118.4887,16.24,64,0,1.56,CN,1698700593
474,saynshand,44.8824,110.1163,-0.28,77,44,1.81,MN,1698700594
475,ha giang,22.8333,104.9833,21.75,96,100,0.25,VN,1698700595
476,impfondo,1.6381,18.0667,25.11,76,34,1.25,CG,1698700596
477,ambon,-3.6954,128.1814,25.08,94,40,3.09,ID,1698700494
478,yeppoon,-23.1333,150.7333,19.88,59,4,1.02,AU,1698700597
479,korla,41.7597,86.1469,14.46,45,11,3.09,CN,1698700598
480,tidjikja,18.5564,-11.4271,31.14,11,2,5.4,MR,1698700600
481,brady,31.1352,-99.3351,7.25,49,100,9.26,US,1698700600
482,brampton,43.6834,-79.7663,6.12,85,100,8.75,CA,1698699938
483,severo-yeniseyskiy,60.3725,93.0408,-18.05,99,80,1.06,RU,1698700516
484,limuru,-1.1,36.65,14.55,90,15,2.49,KE,1698700502
485,tomatlan,19.9333,-105.25,30.24,69,38,4.03,MX,1698700603
486,mermoz boabab,14.7065,-17.4758,27.88,78,40,3.09,SN,1698700604
487,pailon,-17.65,-62.75,32.82,25,31,7.58,BO,1698700605
488,marathon,44.9,-89.7668,0.86,51,40,6.17,US,1698700606
489,pskov,57.8136,28.3496,1.95,100,100,1.0,RU,1698700607
490,nezhinka,51.7676,55.3694,1.09,86,75,4.02,RU,1698700608
491,kupang,-10.1667,123.5833,26.32,83,20,4.63,ID,1698700609
492,moree,-29.4667,149.85,23.38,42,0,6.85,AU,1698700609
493,aron,24.3833,77.4167,20.6,46,100,2.01,IN,1698700610
494,peru,40.7537,-86.0689,7.56,46,20,5.14,US,1698700611
495,sisimiut,66.9395,-53.6735,-1.98,65,100,1.71,GL,1698700611
496,boke,10.9409,-14.2967,24.03,94,76,2.04,GN,1698700612
497,cockburn town,21.4612,-71.1419,28.84,79,100,4.39,TC,1698700612
498,saint-joseph,-21.3667,55.6167,23.21,81,20,1.35,RE,1698700613
499,tan-tan,28.438,-11.1032,21.9,60,83,3.79,MA,1698700614
500,uvalde,29.3669,-99.767,7.85,58,100,4.63,US,1698700614
501,las heras,-46.5419,-68.9359,7.7,39,100,5.32,AR,1698700558
502,rawson,-43.3002,-65.1023,9.74,58,90,8.83,AR,1698700617
503,portland,45.5234,-122.6762,16.84,41,20,7.72,US,1698700375
504,sena madureira,-9.0656,-68.6569,37.27,29,100,1.68,BR,1698700350
505,arar,30.9753,41.0381,21.01,46,40,3.6,SA,1698700619
506,sumbe,-11.2061,13.8437,24.76,86,70,5.41,AO,1698700620
507,gemena,3.25,19.7667,23.84,87,70,1.24,CD,1698700621
508,tsiombe,-25.3,45.4833,22.23,83,100,2.59,MG,1698700623
509,illizi,26.4833,8.4667,25.89,17,3,2.77,DZ,1698700624
510,komatsu,36.4026,136.4509,8.99,87,20,1.54,JP,1698700626
511,taber,49.8167,-112.1518,1.91,65,50,1.54,CA,1698700627
512,kerimaki,61.9167,29.2833,-9.03,92,0,0.51,FI,1698700628
513,araguaina,-7.1911,-48.2072,35.22,21,24,1.68,BR,1698700630
514,abbeville,50.1,1.8333,10.7,92,100,4.41,FR,1698700631
515,altai,46.3722,96.2583,0.39,70,44,7.28,MN,1698700633
516,yuzhno-kurilsk,44.0306,145.8556,7.99,76,13,4.03,RU,1698700634
517,as sulayyil,20.4607,45.5779,26.14,29,93,3.66,SA,1698700635
518,la ronge,55.1001,-105.2842,-5.86,53,75,4.63,CA,1698700532
519,lulea,65.5842,22.1547,-11.96,85,0,2.06,SE,1698700638
520,mgandu,-5.95,34.1333,21.56,61,100,5.29,TZ,1698700639
521,ketchikan,55.3422,-131.6461,7.26,76,100,1.54,US,1698700616
522,maputo,-25.9653,32.5892,13.82,88,100,3.6,MZ,1698700641
523,rongelap,11.1635,166.8941,28.47,79,100,10.51,MH,1698700642
524,mata-utu,-13.2816,-176.1745,28.14,76,36,5.31,WF,1698700643
525,buritis,-15.6178,-46.4233,34.76,23,47,1.17,BR,1698700525
526,fort mcmurray,56.7268,-111.381,-0.27,47,0,4.12,CA,1698700488
527,tanabe,33.7333,135.3667,14.32,75,0,2.14,JP,1698700646
528,boa vista,2.8197,-60.6733,34.99,38,40,4.12,BR,1698700648
529,kansk,56.2017,95.7175,-7.81,73,71,3.02,RU,1698700649
530,berber,18.0216,33.983,30.13,21,47,4.43,SD,1698700650
531,tarinkot,32.6268,65.8733,16.44,34,5,0.9,AF,1698700652
532,peniche,39.3558,-9.3811,15.06,89,100,3.39,PT,1698700534
533,bafoulabe,13.8065,-10.8321,27.38,65,27,2.49,ML,1698700654
534,tabuk,17.4189,121.4443,22.24,98,100,0.65,PH,1698700654
535,naifaru,5.4444,73.3657,27.36,74,100,2.87,MV,1698700658
536,nzerekore,7.7562,-8.8179,20.1,95,68,0.59,GN,1698700660
537,las varillas,-31.8721,-62.7195,16.76,51,100,3.6,AR,1698700465
538,serenje,-13.2325,30.2352,20.32,68,32,4.78,ZM,1698700664
539,kayangel,8.0823,134.7173,28.45,75,20,3.47,PW,1698700667
540,argostolion,38.1811,20.489,20.41,58,0,1.02,GR,1698700670
541,inda silase,14.1031,38.2829,16.19,80,100,2.71,ET,1698700670
542,roleystone,-32.1167,116.0667,12.53,65,65,6.17,AU,1698700671
543,guangyuan,32.442,105.823,15.54,92,84,0.28,CN,1698700672
544,yinchuan,38.4681,106.2731,14.73,22,26,2.83,CN,1698700673
545,durres,41.3231,19.4414,13.1,75,3,5.94,AL,1698700674
546,pudozh,61.8099,36.5345,-2.81,79,100,2.24,RU,1698700675
547,laojunmiao,39.8333,97.7333,6.03,26,100,0.56,CN,1698700675
548,contai,21.7786,87.7536,21.23,74,4,2.3,IN,1698700675
549,huangshan,29.7114,118.3125,14.26,81,0,0.44,CN,1698700676
550,hami,42.8,93.45,10.47,49,14,1.21,CN,1698700677
551,demak,-6.8909,110.6396,26.98,71,64,3.46,ID,1698700677
552,skovorodino,53.9833,123.9167,-9.05,57,100,1.09,RU,1698700678
553,okahao,-17.885,15.0667,24.69,11,5,5.79,NA,1698700679
